Section 1 Header,Timestamp,Species,Location Header,GMU,County,District,Area,Region,Same Address,Incident Header,Incident Date,Incident Time,Complaint Type,Type of Property Damage,Service Provided,Hazing Method,Animal Data,Previous Ear Tag?,Ear Tag Side,Ear Tag Color,Ear Tag Number,Previous PIT tag #,Previous Collar,Sex,Age,Color,Further Response,Staff Assigned,Site Inspection Heading,Violation,Violation Action,Citation #,Marked Animal Heading,Capture Method,New Ear Tag Color,New Ear Tag Number,New PIT Tag (Dec),New Collar,Collar Manufacturer,Collar Type,Collar Frequency,Collar Code,Collar Serial #,Release Header,Release Date,Release Location,Seal #,Photos?,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Comments,Total Incidents
Bear/Lion Incident Report,7/6/2020 11:21,Black Bear,Incident Location,14,Routt,492 - Steamboat N,Area 10,NW,Y,Incident Information,7/6/2020,5:27:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/14/2020 17:01,Black Bear,Incident Location,37,Summit,485 - Breckenridge W,Area 09,NW,Y,Incident Information,9/12/2020,12:00:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/7/2020 16:00,Black Bear,Incident Location,4,Routt,429 - Craig N,Area 06,NW,N,Incident Information,8/14/2020,11:37:00 PM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/22/2020 6:57,Black Bear,Incident Location,51,Douglas,551 - Sedalia,Area 05,NE,Y,Incident Information,8/21/2020,7:00:00 AM,Sighting,,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,Y,"melanie.kaknes@state.co.us, matt.martinez@state.co.us",Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjZhZjM4MjU0LlBob3RvJTIwMS4xMzE1MjAuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTQ1M2QwZGU0ZmIyZGIxYTU3ZDViYzQ3NTU2NmM4YWQyODA5NDk1ODQ5MmU4YWVmZDk1OWJmMDY1ZGMwNTcwYWJiZmM3Y2Q3YTMzZDA2MWQwYTllNTEwNDJhMTU1ZmI2Yw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjZhZjM4MjU0LlBob3RvJTIwMi4xMzE1MjAuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTJmNDBhNWE5OWNhNDg5NjI1YjE3MzQzNDM0NzAzOGMxYWE1NjUzZWFiY2Q0ZmVjNmM5OWI1OTAyYzA2MGQzOTRhNDk3ZjAyMDcwZTM2N2M5M2NkNmI0YzcyZDk3N2M0MA==&w=600,,,,"No Further Response Needed
Laurie (and Joe) Haney at 10276 West Totem Run, Littleton contacted the office about a green ear tagged bear frequently visiting their yard.  When WL551 called them, Laurie said the bear is constantly in their yard and tearing apart their trees (Gambel's oak) and they are unable to use their yard.  She wanted it moved.  WL551 went over attractants and hazing and told her we would not be moving the bear.  WL551 discussed that Roxborough is prime bear habitat and there will always be bears there, and the importance of hazing. Laurie mentioned the neighbor had a pond and another neighbor had a hummingbird feeder, but Laurie did not have attractants in their yard.  WL551 offered to do a site visit to see if they could come up with other ideas to minimize the bear's time spent in her yard (i.e. habitat modification, etc).  

WL551 met with the Haney's at 4pm on 8/21/20, and based on what was said, this bear was not exhibiting bad behavior.  The scat is composed of fur (maybe rabbit?) and acorns.  The entire side and back of the house is loaded with oak brush and ""ripe"" acorns.  There was no sign of birdseed or any other human foods.    WL551 recommended they remove some of the oak brush close to their house to open up visibility in their yard.  Joe said they were in the process of doing so.  They also had a small water feature, which WL551 recommended removing, and Joe said he would.  WL551 again talked to them about hazing and Laurie said she can't continue to bang pots and pans (perhaps because it will annoy the neighbors).  WL551 recommended paintball and Laurie said she's not shooting a paintball gun in her yard.  She also doesn't want to throw things at the bear because she doesn't want to be that close to the bear. WL551 asked her what she is willing to do, and she said ""Call you.""  WL551 told her ""No"" and that it is her responsibility to haze animals out of her own yard.  WL551 was very clear that we would not be moving the bear since it is in excellent bear habitat and the bear is not doing anything wrong.  WL551 also explained that even if we were in a situation where we would move a bear, this one already had a strike and would need to be put down.  The contact with Laurie ended a little abruptly, since she walked away from WL551 back toward the door of the house.  Joe stayed and listened - he reiterated everything WL551 recommended.

WL551 believes this bear is #1193 which is the mother of white tag #124 (they separated in May-ish).  1193 and 124 were moved from Littleton in July 2019 due to bad location.  They returned to Waterton Canyon within three weeks.  They disappeared for the remainder of 2019 until they both showed up (and separated) this summer.   WL551 08/22/20",
Bear/Lion Incident Report,10/22/2020 8:23,Black Bear,Incident Location,19,Larimer,184 - N Poudre/Laporte,Area 04,NE,Y,Incident Information,10/22/2020,8:15:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/20/2020 9:52,Black Bear,Incident Location,14,Routt,493 - Steamboat S,Area 10,NW,Y,Incident Information,7/20/2020,8:52:00 AM,Food Source Property Damage,Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/28/2020 8:11,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,7/27/2020,2:00:00 PM,Food Source Property Damage,Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/29/2020 11:07,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,Y,Incident Information,5/29/2020,4:22:00 AM,Food Source Property Damage,Outside Food Source,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/3/2020 14:47,Black Bear,Incident Location,110,El Paso,282 - C Spgs E,Area 14,SE,Y,Incident Information,8/3/2020,2:47:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/14/2020 19:34,Black Bear,Incident Location,20,Boulder,122 - Longmont S,Area 02,NE,N,Incident Information,6/17/2020,1:30:00 PM,Sighting,,Advice/Phone Call,,Y,N,,,,,,Unknown,Adult,Brown,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmEwMmVmMTA2LlBob3RvJTIwMS4wMTU5NTQuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWFmNjk1MjNlYWJlNTI0YWUyOGExNzY2OTczNDljYTdiZGVmNzE2ODViMWNlYThlZWNiMTQzNWUzNmE1MjA4OTk2OGFiZmUyMWQ4M2M5NmY1N2M5NjRiYzRlYzdkN2Q2Nw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmEwMmVmMTA2LlBob3RvJTIwMi4wMTU5NTQuSlBHJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWYzZjAyMmM3M2NhZGE4ODJiZWRkMjA3ODJmZWQ5ZGNiMzY0YjhiZWE1ZTczYzM0YjRkY2ZmZWYwN2MxZGQzODc0MTg3ZWEyNDNhMmYxMjJlNjFmYTBmNmJmMThkNTU2Mg==&w=600,,,,,
Bear/Lion Incident Report,4/1/2020 22:57,Black Bear,Incident Location,33,Garfield,443 - Rifle N,Area 07,NW,Y,Incident Information,4/1/2020,10:43:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/31/2020 21:56,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,8/31/2020,9:56:00 PM,Food Source Property Damage,Trash,Advice/Phone Call,,Y,,,,,,,Unknown,Adult,Black,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/4/2020 17:33,Black Bear,Incident Location,55,Gunnison,345 - Gunnison NE,Area 16,SW,Y,Incident Information,8/2/2020,5:33:00 AM,Sighting,,Site Inspection,,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,Bear rolled bear proof trash can.,
Bear/Lion Incident Report,8/6/2020 14:33,Black Bear,Incident Location,20,Larimer,124 - Estes Park,Area 02,NE,,Incident Information,7/29/2020,3:28:00 AM,Food Source Property Damage,Vehicles,Site Inspection,,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,WL124: RMNP ranger requested me on the radio to respond to a bear getting into unlocked vehicles in the Moraine Park CG.  When I arrived on scene bear was UTL and unable to find/contact original RP due to lack of cell service.,
Bear/Lion Incident Report,8/7/2020 16:00,Black Bear,Incident Location,4,Routt,429 - Craig N,Area 06,NW,N,Incident Information,8/6/2020,12:02:00 AM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/11/2020 16:36,Black Bear,Incident Location,85,Las Animas,226 - Trinidad W,Area 11,SE,,Incident Information,7/9/2020,6:30:00 AM,"Food Source Property Damage , Non-Food Property Damage","Vehicles , Outside Food Source , Livestock","Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,,
Bear/Lion Incident Report,6/24/2020 6:40,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,N,Incident Information,6/23/2020,3:30:00 AM,Sighting,,Site Inspection,,Y,N,,,,,,Unknown,Cub,Black,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjgzZTUwOGI5LlBob3RvJTIwMS4xMjQ1NDIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTY2ZDJkNDUwMGM2MTE1N2NmM2E5MjY5YmI3YmU2NGFjNzQyMGZjMDQyMTM0Y2ZkMjU5NmM2OWUxZWZlMmVjMzUyMTJhYzE5YjNjZTFhMjFlNDU3MTdjMzEyOWZmOGU2Nw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjgzZTUwOGI5LlBob3RvJTIwMi4xMjQ1NDIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTJiNTMzMDM1NjZiNzIzZjgyY2RmMDhiYzViZDlmZWFlODUyNzc4NzgyNWMyMGZlNDE3NGRhMGVkNDc2ZTI5YWQ2ZjgyYzBkMWZhNTM5YTE2ZjcwODM2NmQyN2E0NzU2NA==&w=600,,,,"Following arborists around, does still have some fear of humans. Sow was never seen or heard.

Update WL 287: on 7/1 bear cub was caught at a different location by WL 284, 288, and 287",
Bear/Lion Incident Report,7/4/2020 10:36,Black Bear,Incident Location,85,Huerfano,225 - Walsenburg,Area 11,SE,N,Incident Information,7/2/2020,7:00:00 PM,Sighting,,"Advice/Phone Call , Site Inspection , Hazed",Less lethal round,Y,N,,,,,,Unknown,Sub-Adult,Brown,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"RP said a small light brown or cinnamon colored bear has been hanging around decks in the Pinehaven area outside Cuchara.  Said the bear is very emaciated looking. No aggressive behavior has been reported, just tipping over grills and getting into unsecured food sources.
225 spend the evening of 7/3/2020 in the area to attempt to haze the bear but couldn't locate it.  225 provided rubber deterrent rounds to a homeowner that requested them.",
Bear/Lion Incident Report,7/1/2020 10:11,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,7/1/2020,3:30:00 AM,"Non-Food Property Damage , Aggressive Behavior",,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,5/14/2020 11:50,Black Bear,Incident Location,45,Eagle,468 - Vail,Area 08,NW,Y,Incident Information,5/14/2020,6:15:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,Y,Devin.duval@state.co.us,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,8/6/2020 13:34,Black Bear,Incident Location,110,El Paso,282 - C Spgs E,Area 14,SE,Y,Incident Information,8/6/2020,1:00:00 PM,Sighting,,No Action,,Y,N,,,,,,Unknown,Adult,Black,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/8/2020 9:49,Black Bear,Incident Location,511,El Paso,284 - C Spgs NW,Area 14,SE,Y,Incident Information,10/8/2020,9:49:00 AM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/7/2020 9:41,Black Bear,Incident Location,23,Rio Blanco,426 - Meeker N,Area 06,NW,N,Incident Information,7/2/2020,9:41:00 AM,Food Source Property Damage,Livestock,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/19/2020 11:34,Black Bear,Incident Location,29,Boulder,128 - Boulder S,Area 02,NE,,Incident Information,10/19/2020,10:00:00 AM,"Sighting , Aggressive Behavior",,"Advice/Phone Call , Site Inspection",,Y,N,,,,,,Unknown,Adult,Black,Y,Samuel.peterson@state.co.us,Site Inspection,N,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFiYjc5YzQ1LlBob3RvJTIwMS4xNzM5MTcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWE2YmU0MGE4N2YxNWNjZjY5YTAyZTEyZjFhYzMyYWZhY2Y3NjZlMDMxOGYyZTBlMDA2ZGJhNTBhZWNkOTg2NDZjMzVmMWZjYmM1MmY2OWFjMjYzZjE2YzA5ZTNhMzRhMw==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmFiYjc5YzQ1LlBob3RvJTIwMi4xNzM5MTcuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTExZGQwYmFlNTgwNTY2YjBiYWQ3MjMyNWQ1YjdjOGZmYzhhZjQwMmRiY2Q5YjM5ZmRlODM3ZWI0OTRiY2NiNzJlNGVhZDUxNDMzNmVmMTM1M2Q3YjI3NWQxOGEwOTZmMQ==&w=600,,,,"Matt saw bear while walking out of his house. He yelled and the bear approached him, Matt retreated to his house, and bear walked up the steps to his door. Bear then walked west to next house and approached construction workers, who tried to scare it by yelling, before disappearing behind the next house west. Neighbor checked doorbell cam and said bear appeared to come through 404 marines back yard. Left contact info with neighbor at 400 marine. May be same bear from 6th and Marine issues.",
Bear/Lion Incident Report,7/31/2020 12:01,Black Bear,Incident Location,45,Eagle,468 - Vail,Area 08,NW,Y,Incident Information,7/21/2020,10:39:00 PM,"Food Source Property Damage , Sighting",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,6/6/2020 15:51,Black Bear,Incident Location,94,Weld,125 - Ft Lupton,Area 02,NE,Y,Incident Information,6/5/2020,10:30:00 PM,"Food Source Property Damage , Sighting",Outside Food Source,"Advice/Phone Call , Site Inspection , Trap Set",,Y,,,,,,,Unknown,Sub-Adult,Blonde,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,WL124: RP stated bear has been coming every night for the past few days eating cracked corn left out for birds. RP locked up corn and seeds. Trap set due to location.,
Bear/Lion Incident Report,7/14/2020 21:34,Black Bear,Incident Location,29,Boulder,128 - Boulder S,Area 02,NE,Y,Incident Information,7/14/2020,9:34:00 PM,Sighting,,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/3/2020 16:05,Black Bear,Incident Location,15,Routt,494 - Yampa,Area 10,NW,Y,Incident Information,6/19/2020,4:05:00 PM,Food Source Property Damage,Livestock,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"Showed picture of dead calf, looked like likely bear kill.  Did not want game damage",
Bear/Lion Incident Report,6/12/2020 6:59,Black Bear,Incident Location,57,Chaffee,264 - Buena Vista,Area 13,SE,,Incident Information,6/10/2020,3:30:00 AM,Food Source Property Damage,Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/21/2020 9:50,Black Bear,Incident Location,57,Chaffee,264 - Buena Vista,Area 13,SE,Y,Incident Information,7/18/2020,9:50:00 PM,Food Source Property Damage,Outside Food Source,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/20/2020 11:55,Black Bear,Incident Location,66,Hinsdale,343 - Lake City,Area 16,SW,Y,Incident Information,7/19/2020,11:55:00 AM,Sighting,,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,,
Bear/Lion Incident Report,7/20/2020 11:02,Black Bear,Incident Location,73,Montezuma,327 - Cortez,Area 15,SW,Y,Incident Information,7/19/2020,10:00:00 PM,Food Source Property Damage,Trash,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/27/2020 16:28,Black Bear,Incident Location,47,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,7/25/2020,4:28:00 PM,"Food Source Property Damage , Non-Food Property Damage",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/30/2020 9:11,Black Bear,Incident Location,43,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,7/28/2020,3:30:00 AM,Food Source Property Damage,Outside Food Source,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/23/2020 8:15,Black Bear,Incident Location,47,Pitkin,462 - Aspen,Area 08,NW,Y,Incident Information,10/22/2020,8:03:00 PM,"Food Source Property Damage , Sighting",Trash,No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/19/2020 19:53,Black Bear,Incident Location,20,Larimer,124 - Estes Park,Area 02,NE,N,Incident Information,7/19/2020,4:00:00 AM,Food Source Property Damage,Outside Food Source,Site Inspection,,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjA2MGI0ZDNlLlBob3RvJTIwMS4wMTU1NTIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTYzNDQ3ZTA5N2E4M2Q4YzVlMjBkN2E4ZDc4N2Y0MmU5ZDhhZjNlNmIwNWY0MzYxZDQzMjBiMGVkMmNhZGE2OWUzZTQxZTFlMTQwNGM0Y2RhZTBlZjc2MWU0ODFlOWM2NQ==&w=600,,,,,WL124: Incidental contact. Grease trap was found open and appeared to be accessed by a bear.,
Bear/Lion Incident Report,8/26/2020 7:56,Black Bear,Incident Location,46,Park,523 - Bailey,Area 01,NE,Y,Incident Information,8/25/2020,12:00:00 AM,"Food Source Property Damage , Sighting",Trash,"Advice/Phone Call , Educational Materials",,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmZjNjNmOGVkLlBob3RvJTIwMS4xNDE3MjEucG5nJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWNjNmIyNjQ3MWQ2YTMxMzk4MzgxMGEwNDMyMDYwNWVmMDQ1MzA1ODA0M2JmODRkNGJjYjgxNjBjZjBkZDg5YzNjMDg2OGM3ODVkOWM0MjFmYmQ1ZTgzYTFkYTIzZDU1YQ==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRmZjNjNmOGVkLlBob3RvJTIwMi4xNDE3MjEucG5nJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPWIxN2E1NmNhNTlhMjJiN2RkMWNlYjYwODY5NGJmNzU0MWFkZDRjNGUwYWFiMmM2ZmY4MTIzOTA5YzZlMGFmZDE2ODI3ZGYzMTRjZDA4ZjhhNWM4ZmY5NTA3ZjA4YThhYQ==&w=600,,,,,
Bear/Lion Incident Report,7/24/2020 10:02,Black Bear,Incident Location,37,Summit,488 - Breckenridge E,Area 09,NW,Y,Incident Information,6/26/2020,10:02:00 AM,Food Source Property Damage,Trash,"Advice/Phone Call , Site Inspection",,N,,,,,,,,,,N,,Site Inspection,,,,,,,,,,,,,,,,,,,N,,,,,,Bear getting into trash in neighborhood. People are taking trash out night before and bears are getting into them. Last time it happened was about 3-4 weeks ago. HOA sent out email regarding not putting trash out night before dump day. Officer Kay spoke w RP. Advised RP to not put trash out night before even if bear resistant can. Told RP to advise us when trash is being put out early and we can talk to people if available. Also advised to include more info in HOA emails to residents.,
Bear/Lion Incident Report,7/28/2020 15:05,Black Bear,Incident Location,51,Douglas,551 - Sedalia,Area 05,NE,Y,Incident Information,7/28/2020,3:05:00 PM,"Food Source Property Damage , Sighting , Unsubstantiated","Outside Food Source , Other",Advice/Phone Call,,N,,,,,,,,,,Y,"Melanie.kaknes@state.co.us, Justin.olson@state.co.us, matt.martinez@state.co.us",,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,9/22/2020 13:24,Black Bear,Incident Location,20,Larimer,123 - Loveland,Area 02,NE,Y,Incident Information,9/20/2020,1:00:00 PM,Sighting,,"Advice/Phone Call , Site Inspection , Relocated",,Y,N,,,,,,Female,Cub,Black,N,,Site Inspection,N,,,New Marked Animal,Darting,Green,370,9.82E+14,N,,,,,,Release Information,9/20/2020,"40.208700, -105.485150",,N,,,,,,Bear cub in Loveland for several weeks. Farted and relocated up by Taylor Mountain,
Bear/Lion Incident Report,10/7/2020 15:45,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,Y,Incident Information,10/7/2020,3:00:00 PM,Food Source Property Damage,Trash,Site Inspection,,N,,,,,,,,,,N,,Site Inspection,N,,,,,,,,,,,,,,,,,,N,,,,,,"RP works at Brookside Assisted Living.  While leaving, there was a bear in the trash dumpster and she claimed she saw two men in a white single cab truck with a black car behind it. The driver of the truck had a gun and was asking about the location of the bear. 

WL290 responded to the are and was unable to locate the vehicles.",
Bear/Lion Incident Report,7/10/2020 16:38,Black Bear,Incident Location,28,Grand,483 - Granby,Area 09,NW,Y,Incident Information,7/7/2020,10:30:00 PM,Food Source Property Damage,"Trash , Vehicles",No Action,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,7/14/2020 17:01,Black Bear,Incident Location,59,El Paso,287 - C Spgs SW,Area 14,SE,N,Incident Information,7/13/2020,11:00:00 AM,Food Source Property Damage,Outside Food Source,Advice/Phone Call,,N,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear/Lion Incident Report,10/13/2020 14:08,Black Bear,Incident Location,391,Jefferson,546 - Lakewd/SW Den,Area 05,NE,Y,Incident Information,10/8/2020,1:00:00 PM,Food Source Property Damage,Other,"Site Inspection , Educational Materials",,N,,,,,,,,,,N,,Site Inspection,Y,Written Warning,F236611,,,,,,,,,,,,,,,,Y,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjRlMzg1MjE0LlBob3RvJTIwMS4yMDE3MDIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTMyNjEwYWE0MmFmNTA1NTFlMmUwZWFiM2ZlNTIzNGY2OTExMWQyMGQ2YjNhMTliNjAyYWM1MGE1ZTQ3N2I5MGNhNTk0NWFhYzdmMzMxYmQ4ZjI3YzBkM2I0OWRhNWZmZg==&w=600,https://www.appsheet.com/get/?i=YXBwTmFtZT1RdWVyaWVzLTg2Mzc1JnRhYmxlTmFtZT1Db25mbGljdHMmZmlsZU5hbWU9Q29uZmxpY3RzX0ltYWdlcyUyRjRlMzg1MjE0LlBob3RvJTIwMi4yMDE3MDIuanBnJmFwcFZlcnNpb249MS4wMDAzMjAmc2lnbmF0dXJlPTlkZDNmNDYzNzEzZWYzMTQ4YTk5YmViNDg1YWY4NmVkMGNmMTdkZWUxODg2OWQ3MGFmNmJhNDdkODk3NGY4Yjg5YzlmZjQwNmI4YjIwNjlkMGU3ZmQ5MzFlMjJkOTk1Yg==&w=600,,,,"No further response needed.
Officer McKee was provided the photo of the bear in the birdfeeder at one blue cedar that was taken in September.  Apparently, several of the community members gathered around to watch this bear  at the time.  Officer Mckee went by the address on October 8 and found the birdfeeder once again hanging.  Officer Mckee contacted Jeanne.  Jeanne Stated that she was home several days ago and watched the bear hit her birdfeeder at approx 3pm.  She watched it through her window.  Once the bear was gone they refilled the feeder and rehung it.
Officer Mckee explained how this behavior was unlawful and irresponsible. Jeanne was issued a written warning.  Jeanne stated that she could not reach the birdfeeder to remove it but that she would pass all of the information along to her husband to inform him and have him remove the feeder that day.  She was told that she could not feed  birds April through November.
The second picture was taken on October 8 that shows the full birdfeeder hanging again off the tree.
J McKee",
Bear/Lion Incident Report,7/25/2020 23:35,Black Bear,Incident Location,511,Teller,281 - Woodland Park,Area 14,SE,N,Incident Information,7/25/2020,9:09:00 PM,"Food Source Property Damage , Sighting",Trash,"Site Inspection , Hazed",Noise,N,,,,,,,,,,N,,Site Inspection,Y,Verbal Warning,,,,,,,,,,,,,,,,,N,,,,,,,
